FY0 1YS,53.75460776589443,-3.0079956747866414
FY1 1AD,53.81878763461762,-3.0516425527336515
FY1 1AN,53.820772047822004,-3.0549430862120284
FY1 1BA,53.81911859915998,-3.0508001915012257
FY1 1BB,53.81878763461762,-3.0516425527336515
FY1 1BH,53.81873484413591,-3.050486786730932
FY1 1BN,53.81963462033694,-3.051405530354017
FY1 1BP,53.81835148714458,-3.0501278279698303
FY1 1DA,53.81904544368157,-3.051968003269439
FY1 1DD,53.81878763461762,-3.0516425527336515
FY1 1DE,53.81845846581425,-3.0512545597316594
FY1 1DG,53.81849540793543,-3.0521668825053014
FY1 1DH,53.81927282771926,-3.0526876417490287
FY1 1DL,53.81826103101657,-3.051219236964928
FY1 1DR,53.818159518080186,-3.0515204924204653
FY1 1DU,53.818315869352375,-3.053164917112629
FY1 1DW,53.81858946111281,-3.0527160792933508
FY1 1DX,53.81878763461762,-3.0516425527336515
FY1 1EG,53.817975719370324,-3.0530044878842086
FY1 1EJ,53.817718365187304,-3.053651190621914
FY1 1EL,53.81878763461762,-3.0516425527336515
FY1 1EN,53.81787100063257,-3.05367021041662
FY1 1EP,53.81772094570931,-3.0543803603938087
FY1 1EQ,53.81878763461762,-3.0516425527336515
FY1 1ER,53.81878763461762,-3.0516425527336515
FY1 1ET,53.81844136484743,-3.0552490877430065
FY1 1EW,53.8174854300691,-3.0545871010703256
FY1 1EX,53.81763365780516,-3.0551072721501975
FY1 1EZ,53.817730103187635,-3.0553831100437185
FY1 1GB,53.81878763461762,-3.0516425527336515
FY1 1GG,53.81878763461762,-3.0516425527336515
FY1 1GT,53.81878763461762,-3.0516425527336515
FY1 1GU,53.81878763461762,-3.0516425527336515
FY1 1HA,53.81793745847361,-3.0553123728938965
FY1 1HB,53.817881535565846,-3.0555388136370443
FY1 1HE,53.817952357491734,-3.0556621121400815
FY1 1HH,53.81754125518845,-3.055393553198694
FY1 1HJ,53.817110537856124,-3.0542890859573255
FY1 1HP,53.81769754078259,-3.0529519428757985
FY1 1HQ,53.82031618349563,-3.0526074663682015
FY1 1HT,53.8172269141049,-3.0533198792941025
FY1 1HU,53.817699145395586,-3.0507191006219485
FY1 1HW,53.81712015615932,-3.051145107427455
FY1 1HZ,53.8177191673827,-3.0494588580664193
FY1 1JA,53.81811191165053,-3.0497724704434974
FY1 1JD,53.81861927322286,-3.0534155672465944
FY1 1JP,53.8189648904683,-3.0529533439188747
FY1 1JQ,53.81858946111281,-3.0527160792933508
FY1 1JY,53.81857940830466,-3.0528373472298798
FY1 1LB,53.81962334898065,-3.0537141849403575
FY1 1LE,53.81917327065509,-3.0548117755405295
FY1 1LF,53.819267494568706,-3.0532951178728984
FY1 1LJ,53.8183174694035,-3.052982678417174
FY1 1LL,53.820070027111434,-3.0519784832771615
FY1 1LR,53.819794112183885,-3.0516677615867307
FY1 1LY,53.8186396944298,-3.0541603905471515
FY1 1NA,53.81878763461762,-3.0516425527336515
FY1 1NB,53.81878763461762,-3.0516425527336515
FY1 1NE,53.818968247896855,-3.056659822332366
FY1 1NF,53.81878763461762,-3.0516425527336515
FY1 1NG,53.81920440686862,-3.0553594058740434
FY1 1NH,53.81997003420191,-3.053130455905961
FY1 1NL,53.81993840666015,-3.0536613297312996
FY1 1NQ,53.81878763461762,-3.0516425527336515
FY1 1PD,53.82020452919004,-3.054062963364265
FY1 1PE,53.820075382374114,-3.054439484669833
FY1 1PP,53.82053057506416,-3.0537825253831934
FY1 1PU,53.8204202304743,-3.0520176390484792
FY1 1PW,53.81878763461762,-3.0516425527336515
FY1 1PX,53.82058177620384,-3.053069846524368
FY1 1PY,53.81845846581425,-3.0512545597316594
FY1 1PZ,53.82104208255751,-3.0528535285401848
FY1 1QL,53.82136599291405,-3.052816078229776
FY1 1QN,53.81878763461762,-3.0516425527336515
FY1 1QT,53.820439818342614,-3.0549043572582635
FY1 1QU,53.819693145997825,-3.054976739914551
FY1 1QW,53.820552462488145,-3.0543603217880873
FY1 1RA,53.81944917739073,-3.055122513128356
FY1 1RE,53.820439818342614,-3.0549043572582635
FY1 1RJ,53.82116891846033,-3.0547859579156196
FY1 1RL,53.82162411302869,-3.0541289854624987
FY1 1RN,53.82223772370382,-3.0538557569750795
FY1 1RQ,53.82083805965787,-3.0556131408100877
FY1 1RT,53.82205830436221,-3.054838684993835
FY1 1RU,53.822497034653686,-3.055032005236495
FY1 1RW,53.82160275816189,-3.0534904234356626
FY1 1RX,53.82261425852249,-3.0549893767035123
FY1 1RZ,53.82363683666073,-3.0552277595702426
FY1 1SA,53.82455652120043,-3.0549014574026376
FY1 1SB,53.82367638924364,-3.0548185739696465
FY1 1SD,53.82356197005135,-3.054542246648034
FY1 1SE,53.8234884763923,-3.0547227018453715
FY1 1SF,53.82294818271845,-3.0538128248007923
FY1 1SG,53.82234867346534,-3.054526961954946
FY1 1SQ,53.822669604463506,-3.0538058321635386
FY1 2AA,53.82062232619067,-3.051521408621459
